year,topic_name,mean_theta,topic,top_terms,label_vorlaeufig,interpretation_kurz,brauchbar,topic_family
2023,Topic_1,0.04819083358825797,1,"großbritannien, briten, ceta, vereinigten, britischen, niederlanden, britische, london, großbritannien_großbritannien, niederlande",Brexit / Großbritannien / CETA,NA,TRUE,eu_grossbritannien
2023,Topic_2,0.050004799647639785,2,"cannabis, willy, bamf, amri, bundesamt, cannabis_cannabis, bundesamtes, maaßen, verfassungsschutz, kfor",Innere Sicherheit / BAMF / Cannabis,NA,TRUE,innenpolitik
2023,Topic_3,0.04672191153069897,3,"ezb, chemnitz, äthiopien, bundesbank, zentralbank, ezb_ezb, eritrea, menschenrechte, aachen, zwickau",EZB / Bundesbank / Finanzpolitik,NA,FALSE,wirtschaft
2023,Topic_4,0.04878202744055092,4,"afghanistan, nationen, vereinten, vereinten_nationen, afghanistan_afghanistan, taliban, nationen_vereinten, afghanischen, unmiss, darfur",Afghanistan / UN / Taliban,NA,TRUE,afghanistan
2023,Topic_5,0.04972170122696248,5,"afrika, saudi, arabien, saudi_arabien, afrikanischen, afrika_afrika, jemen, schwedt, afrikanische, katar",Afrika / Saudi-Arabien / Jemen,NA,TRUE,afrika_nahost
2023,Topic_6,0.04861820358354065,6,"for, portugal, iwf, saarland, amazon, internationalen, esm, bmu, gap, irland",EU / IWF / internationale Wirtschaft,NA,FALSE,europa_misc
2023,Topic_7,0.04758166655097007,7,"hartz, kfw, hartz_hartz, atalanta, weimarer, europol, erdogan, syrische, bundesagentur, bnd",Hartz / KfW / Sicherheit,NA,FALSE,sozialstaat_misc
2023,Topic_8,0.04947453434656684,8,"bundeswehr, bundeswehr_bundeswehr, myanmar, bundeswehr_nato, nato_bundeswehr, ksk, roma, yücel, six, bangladesch",Bundeswehr / NATO / Auslandseinsätze,NA,TRUE,militaer
2023,Topic_9,0.05115166692870327,9,"karlsruhe, ausschusses, lausitz, bundesrechnungshof, bundesrates, fiu, long, energie, hannover, karlsruhe_karlsruhe",Karlsruhe / Energie / Kontrolle,NA,FALSE,kontrolle_misc
2023,Topic_10,0.05172948620622062,10,"demokraten, freien, freien_demokraten, act, hohen, lufthansa, ukrainekrieg, bmg, bmwk, schweizer",Freie Demokraten / Krise / Verwaltung,NA,FALSE,parteien_misc
